pathway,overlap_genes,overlap_count,pathway_size,enrichment_ratio,pvalue,rank,fdr
HP_ABNORMALITY_OF_THE_CURVATURE_OF_THE_VERTEBRAL_COLUMN,"SOX9, EIF2AK3",2,1100,2.14,0.23953754810052635,2522,0.27183047686903505
GOBP_RESPONSE_TO_OXYGEN_LEVELS,ATF4,1,320,3.68,0.23990368484126537,2523,0.27213806817903347
HP_ABNORMAL_FACIAL_SHAPE,"SOX9, SLC2A2",2,1102,2.14,0.24017821082712462,2524,0.2723415369996952
WP_NUCLEAR_RECEPTORS_METAPATHWAY,SLC2A2,1,321,3.67,0.24056027210537623,2525,0.2726667321843908
DUTERTRE_ESTRADIOL_RESPONSE_24HR_UP,XBP1,1,323,3.64,0.2418718455267984,2529,0.273719739777658
HP_SPARSE_HAIR,SOX9,1,323,3.64,0.2418718455267984,2528,0.27382801499117765
LEI_MYB_TARGETS,XBP1,1,323,3.64,0.2418718455267984,2527,0.27393637589936565
GRESHOCK_CANCER_COPY_NUMBER_UP,DDIT3,1,323,3.64,0.2418718455267984,2526,0.27404482260399726
HP_ABNORMAL_SIZE_OF_THE_PALPEBRAL_FISSURES,SOX9,1,324,3.63,0.2425268324976803,2531,0.27424409111353654
SMID_BREAST_CANCER_RELAPSE_IN_BONE_DN,SOX9,1,324,3.63,0.2425268324976803,2530,0.2743524879874945
GOMF_DNA_BINDING_TRANSCRIPTION_REPRESSOR_ACTIVITY,NKX6-1,1,325,3.62,0.24318128685057408,2532,0.27487553039744983
GOBP_NEGATIVE_REGULATION_OF_CATABOLIC_PROCESS,INS,1,326,3.61,0.24383520899154193,2533,0.27550586977251995
GOCC_VESICLE_LUMEN,INS,1,327,3.6,0.24448859932635664,2537,0.275808581502575
FARMER_BREAST_CANCER_APOCRINE_VS_LUMINAL,ALDH1A3,1,327,3.6,0.24448859932635664,2536,0.2759173388296659
GOMF_PEPTIDE_BINDING,IAPP,1,327,3.6,0.24448859932635664,2535,0.2760261819613541
HP_ABNORMAL_FORM_OF_THE_VERTEBRAL_BODIES,EIF2AK3,1,327,3.6,0.24448859932635664,2534,0.2761351109992236
HP_ABNORMAL_MYELOID_LEUKOCYTE_MORPHOLOGY,EIF2AK3,1,328,3.59,0.2451414582605024,2540,0.2762184462762039
GOBP_LIPID_CATABOLIC_PROCESS,INS,1,328,3.59,0.2451414582605024,2539,0.276327236526805
GOBP_EPITHELIAL_TUBE_MORPHOGENESIS,SOX9,1,328,3.59,0.2451414582605024,2538,0.276436112506524
REACTOME_SIGNALING_BY_WNT,SOX9,1,329,3.58,0.24579378619917533,2544,0.2765180094740723
GOBP_POSITIVE_REGULATION_OF_CELL_CYCLE,INS,1,329,3.58,0.24579378619917533,2543,0.2766267464026897
GOBP_B_CELL_ACTIVATION,XBP1,1,329,3.58,0.24579378619917533,2542,0.2767355688835719
GOBP_REGULATION_OF_DEVELOPMENTAL_GROWTH,NKX6-1,1,329,3.58,0.24579378619917533,2541,0.27684447701772524
GOMF_ATP_HYDROLYSIS_ACTIVITY,HSPA5,1,330,3.57,0.24644558354728222,2546,0.2770334878681546
GOBP_RESPONSE_TO_STEROID_HORMONE,PDX1,1,330,3.57,0.24644558354728222,2545,0.2771423418908926
GOBP_MUSCLE_ORGAN_DEVELOPMENT,XBP1,1,333,3.53,0.24839779609296067,2547,0.2791183715814894
GOMF_CADHERIN_BINDING,HSPA5,1,334,3.52,0.24904747512211714,2548,0.2797385689950939
GOBP_EPIDERMIS_DEVELOPMENT,SOX9,1,335,3.51,0.24969662558092542,2549,0.2803576863133027
HP_APLASIA_HYPOPLASIA_INVOLVING_THE_SKELETON,"SOX9, EIF2AK3",2,1134,2.07,0.25044717760966595,2550,0.2810901263995545
GOBP_PROTEIN_LOCALIZATION_TO_CELL_PERIPHERY,INS,1,339,3.47,0.25228794977199337,2551,0.28304512436199336
GOCC_CELL_PROJECTION_MEMBRANE,ATF4,1,340,3.46,0.25293446342103865,2552,0.28365926109365697
BLUM_RESPONSE_TO_SALIRASIB_DN,SOX9,1,341,3.45,0.25358045091452,2554,0.284161022128957
GOBP_ERK1_AND_ERK2_CASCADE,SOX9,1,341,3.45,0.25358045091452,2553,0.28427232687714693
HP_APLASIA_HYPOPLASIA_OF_FINGERS,EIF2AK3,1,342,3.44,0.25422591265389877,2557,0.2845500829157052
HP_NEOPLASM_BY_HISTOLOGY,SOX9,1,342,3.44,0.25422591265389877,2556,0.28466140923922467
GOBP_REGULATION_OF_T_CELL_ACTIVATION,XBP1,1,342,3.44,0.25422591265389877,2555,0.2847728227066373
GOBP_REGULATION_OF_ORGANELLE_ORGANIZATION,"INS, IAPP",2,1148,2.05,0.2549493486955748,2559,0.2851367862316276
NABA_SECRETED_FACTORS,INS,1,343,3.43,0.25487084904035134,2558,0.28516042609596776
YAGI_AML_WITH_11Q23_REARRANGED,XBP1,1,345,3.41,0.2561591473577511,2560,0.2863779217726108
GOBP_NEGATIVE_REGULATION_OF_PROTEOLYSIS,INS,1,348,3.38,0.2580876646998747,2561,0.28842127933269873
GOBP_REGULATION_OF_RESPONSE_TO_BIOTIC_STIMULUS,INS,1,350,3.36,0.25937072750237883,2563,0.2896289590760079
GOBP_REGULATION_OF_CELLULAR_COMPONENT_SIZE,NKX6-1,1,350,3.36,0.25937072750237883,2562,0.2897420070694021
HP_GLAUCOMA,MAFA,1,351,3.35,0.2600114754734962,2567,0.28989203069931674
RICKMAN_METASTASIS_UP,DDIT3,1,351,3.35,0.2600114754734962,2566,0.2900050049903141
GOBP_REGIONALIZATION,DDIT3,1,351,3.35,0.2600114754734962,2565,0.29011806737042733
GOBP_NEGATIVE_REGULATION_OF_ORGANELLE_ORGANIZATION,IAPP,1,351,3.35,0.2600114754734962,2564,0.29023121794272466
GOBP_DNA_CONFORMATION_CHANGE,SOX9,1,352,3.34,0.2606517016894336,2568,0.29049266753705566
GOBP_UROGENITAL_SYSTEM_DEVELOPMENT,SOX9,1,353,3.33,0.26129140654851735,2570,0.2909789904832127
GOBP_REGULATION_OF_CATION_TRANSMEMBRANE_TRANSPORT,ABCC8,1,353,3.33,0.26129140654851735,2569,0.2910922559524549
ACEVEDO_NORMAL_TISSUE_ADJACENT_TO_LIVER_TUMOR_DN,HSPA5,1,354,3.32,0.26193059044879086,2571,0.29157734339340313
GOBP_NEGATIVE_REGULATION_OF_MOLECULAR_FUNCTION,"DDIT3, INS",2,1172,2.01,0.2626780464422283,2572,0.29229571108773617
HP_FEVER,EIF2AK3,1,356,3.3,0.2632073969636618,2573,0.2927709172600078
YOSHIMURA_MAPK8_TARGETS_DN,ERN1,1,357,3.3,0.26384502037292745,2575,0.2932522129348809
HP_DISPLACEMENT_OF_THE_URETHRAL_MEATUS,SOX9,1,357,3.3,0.26384502037292745,2574,0.29336614153353474
GOBP_CELLULAR_AMIDE_METABOLIC_PROCESS,"ATF4, EIF2AK3",2,1181,1.99,0.26557920265528456,2576,0.2950650923910809
GOCC_APICAL_PLASMA_MEMBRANE,SLC2A2,1,360,3.27,0.2657547759701141,2577,0.2951455835570301
HP_FATIGUE,GCK,1,361,3.26,0.26639032428011955,2579,0.2956219884023661
GOBP_ALCOHOL_METABOLIC_PROCESS,ALDH1A3,1,361,3.26,0.26639032428011955,2578,0.2957366594607068
GOBP_ORGANIC_ANION_TRANSPORT,SLC2A2,1,362,3.25,0.26702535480546397,2582,0.2959824033513702
HP_ABNORMALITY_OF_THE_KNEE,EIF2AK3,1,362,3.25,0.26702535480546397,2581,0.29609708076452457
HP_ABNORMALITY_OF_THE_HYPOTHALAMUS_PITUITARY_AXIS,SOX9,1,362,3.25,0.26702535480546397,2580,0.2962118470748984
HP_HYDROCEPHALUS,SOX9,1,364,3.23,0.26829386408387523,2583,0.2972733406922381
GOBP_NEGATIVE_REGULATION_OF_CYTOKINE_PRODUCTION,DDIT3,1,365,3.22,0.26892734362709053,2584,0.29785992935786887
DELACROIX_RARG_BOUND_MEF,DDIT3,1,367,3.21,0.2701927544947986,2585,0.2991457111660014
GOBP_TISSUE_MIGRATION,SOX9,1,368,3.2,0.2708246866077505,2586,0.2997294095403642
GOBP_POSITIVE_REGULATION_OF_PROTEOLYSIS,EIF2AK3,1,373,3.15,0.27397662970739095,2589,0.3028664017854588
GOBP_TRANSMEMBRANE_RECEPTOR_PROTEIN_SERINE_THREONINE_KINASE_SIGNALING_PATHWAY,HSPA5,1,373,3.15,0.27397662970739095,2588,0.3029834289886217
HP_ABNORMALITY_OF_THE_BILIARY_SYSTEM,EIF2AK3,1,373,3.15,0.27397662970739095,2587,0.3031005466650765
GOBP_REGULATION_OF_HEMOPOIESIS,XBP1,1,374,3.15,0.27460547758505827,2591,0.3033272392313534
GOBP_REGULATION_OF_SUPRAMOLECULAR_FIBER_ORGANIZATION,IAPP,1,374,3.15,0.27460547758505827,2590,0.30344435399553543
GOBP_REGULATION_OF_PROTEIN_SERINE_THREONINE_KINASE_ACTIVITY,ERN1,1,376,3.13,0.2758616357368178,2592,0.3045972227927364
REACTOME_CLASS_I_MHC_MEDIATED_ANTIGEN_PROCESSING_PRESENTATION,HSPA5,1,377,3.12,0.2764889467943228,2594,0.3050544971955867
LINDGREN_BLADDER_CANCER_CLUSTER_1_DN,XBP1,1,378,3.11,0.2771157463613867,2599,0.3051578553621734
GOBP_FOREBRAIN_DEVELOPMENT,ALDH1A3,1,377,3.12,0.2764889467943228,2593,0.3051721425859436
HP_RENAL_INSUFFICIENCY,EIF2AK3,1,378,3.11,0.2771157463613867,2598,0.3052753141209733
HP_ABNORMALITY_OF_SKELETAL_MATURATION,SOX9,1,378,3.11,0.2771157463613867,2597,0.30539286333703836
HP_APLASIA_HYPOPLASIA_INVOLVING_BONES_OF_THE_LOWER_LIMBS,SOX9,1,378,3.11,0.2771157463613867,2596,0.3055105031149032
MOREAUX_MULTIPLE_MYELOMA_BY_TACI_UP,DDIT3,1,378,3.11,0.2771157463613867,2595,0.30562823355926344
GOBP_SMALL_MOLECULE_CATABOLIC_PROCESS,GCK,1,380,3.1,0.2783678125879448,2600,0.3064187229333454
GOBP_LEUKOCYTE_CELL_CELL_ADHESION,XBP1,1,381,3.09,0.27899308002861783,2601,0.30698892542941336
GOBP_CELL_CYCLE_PROCESS,"SOX9, INS",2,1224,1.92,0.2794551586967211,2602,0.3073791945388224
MONNIER_POSTRADIATION_TUMOR_ESCAPE_DN,XBP1,1,382,3.08,0.27961783754120817,2603,0.30743997350862
HP_DYSPNEA,SOX9,1,384,3.06,0.28086582434143575,2606,0.30845663440720994
WANG_TUMOR_INVASIVENESS_UP,HSPA5,1,384,3.06,0.28086582434143575,2605,0.3085750438637962
VECCHI_GASTRIC_CANCER_EARLY_DN,SLC2A2,1,384,3.06,0.28086582434143575,2604,0.30869354426466555
HP_ABNORMALITY_OF_THE_AMNIOTIC_FLUID,SOX9,1,385,3.06,0.28148905440802385,2609,0.30878561660243936
STEIN_ESRRA_TARGETS_UP,DDIT3,1,385,3.06,0.28148905440802385,2608,0.30890401599530837
GOBP_REGULATION_OF_BODY_FLUID_LEVELS,XBP1,1,385,3.06,0.28148905440802385,2607,0.30902250622008604
GOCC_PLASMA_MEMBRANE_REGION,"ATF4, SLC2A2",2,1233,1.91,0.28236141584898666,2610,0.3096238973792336
CHYLA_CBFA2T3_TARGETS_UP,ERN1,1,387,3.04,0.2827339898194438,2612,0.3097950531635713
HP_POSITIONAL_FOOT_DEFORMITY,SOX9,1,387,3.04,0.2827339898194438,2611,0.3099137031264834
HP_ABNORMALITY_OF_THE_PERIPHERAL_NERVOUS_SYSTEM,GCK,1,389,3.02,0.2839768948590084,2615,0.310799951467106
HP_ABNORMAL_LEUKOCYTE_COUNT,EIF2AK3,1,389,3.02,0.2839768948590084,2614,0.31091884968878425
HP_ABNORMALITY_OF_THE_BREAST,SOX9,1,389,3.02,0.2839768948590084,2613,0.3110378389156074
JINESH_BLEBBISHIELD_TO_IMMUNE_CELL_FUSION_PBSHMS_UP,ALDH1A3,1,395,2.98,0.2876934587714371,2617,0.3146269312204253
GOMF_CATALYTIC_ACTIVITY_ACTING_ON_RNA,ERN1,1,395,2.98,0.2876934587714371,2616,0.31474720145407226
GOBP_NEGATIVE_REGULATION_OF_LOCOMOTION,ABCC8,1,396,2.97,0.2883111181032854,2618,0.3151819786140576
GOBP_REGULATION_OF_INFLAMMATORY_RESPONSE,INS,1,397,2.96,0.2889282733263135,2620,0.315615541320576
HP_ABNORMAL_HAND_MORPHOLOGY,EIF2AK3,1,397,2.96,0.2889282733263135,2619,0.3157360512638065
HP_ABNORMALITY_OF_THE_CERVICAL_SPINE,SOX9,1,400,2.94,0.2907767181984853,2621,0.3175135320427565
GOBP_MUSCLE_TISSUE_DEVELOPMENT,SOX9,1,405,2.9,0.2938474134238288,2622,0.32074420183790925
MONNIER_POSTRADIATION_TUMOR_ESCAPE_UP,IAPP,1,408,2.88,0.2956838197219666,2624,0.32250270276077303
GOBP_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY,"INS, IAPP",2,1274,1.85,0.2956024910571244,2623,0.3225369155186771
GOMF_AMIDE_BINDING,IAPP,1,409,2.88,0.2962949556480958,2625,0.3230461573580382
GOBP_PEPTIDYL_AMINO_ACID_MODIFICATION,"ERN1, EIF2AK3",2,1278,1.84,0.2968940751091104,2626,0.32357610166118583
HP_ABNORMAL_STERNUM_MORPHOLOGY,SOX9,1,411,2.86,0.2975157305355579,2627,0.3241301944395762
GOCC_CELL_LEADING_EDGE,ATF4,1,416,2.83,0.30055895327511284,2629,0.32719654784076563
LIM_MAMMARY_STEM_CELL_DN,ALDH1A3,1,416,2.83,0.30055895327511284,2628,0.3273210518544037
GOBP_SYNAPSE_ORGANIZATION,INS,1,418,2.81,0.30177276458197516,2630,0.3283930236629707
IBRAHIM_NRF1_UP,HSPA5,1,419,2.81,0.3023789265165125,2632,0.32880261690359375
HP_HYPOGONADISM,SOX9,1,419,2.81,0.3023789265165125,2631,0.32892758939196454
MOOTHA_PGC,HSPA5,1,421,2.79,0.3035897648463965,2633,0.3299938879568503
GOBP_REGULATION_OF_MEMBRANE_POTENTIAL,KCNJ11,1,425,2.77,0.3060055099644566,2634,0.3324934584351841
HP_ABNORMALITY_OF_THE_UPPER_RESPIRATORY_TRACT,SOX9,1,426,2.76,0.3066082127144236,2636,0.33289556327339925
GOCC_APICAL_PART_OF_CELL,SLC2A2,1,426,2.76,0.3066082127144236,2635,0.3330218993505428
HP_ABNORMALITY_OF_THE_URETHRA,SOX9,1,427,2.76,0.30721042280862293,2637,0.33342291622232795
GOBP_POSITIVE_REGULATION_OF_CELL_ACTIVATION,XBP1,1,429,2.74,0.30841336653965795,2638,0.33460161297820357
MOOTHA_HUMAN_MITODB_6_2002,GCK,1,431,2.73,0.3096143441747428,2641,0.3355230037970897
GOBP_REGULATION_OF_NEURON_PROJECTION_DEVELOPMENT,HSPA5,1,431,2.73,0.3096143441747428,2640,0.3356500958439826
GOCC_CELL_SUBSTRATE_JUNCTION,HSPA5,1,431,2.73,0.3096143441747428,2639,0.3357772842092133
REACTOME_DISEASES_OF_SIGNAL_TRANSDUCTION_BY_GROWTH_FACTOR_RECEPTORS_AND_SECOND_MESSENGERS,EIF2AK3,1,432,2.72,0.3102140966479927,2642,0.336045701970687
BOCHKIS_FOXA2_TARGETS,ATF4,1,433,2.72,0.3108133587267428,2643,0.3365674735815126
GOBP_MONONUCLEAR_CELL_DIFFERENTIATION,XBP1,1,434,2.71,0.31141213078692825,2645,0.3369608764885401
GOBP_RNA_SPLICING,ERN1,1,434,2.71,0.31141213078692825,2644,0.3370883200878172
HP_APLASIA_HYPOPLASIA_AFFECTING_THE_EYE,ALDH1A3,1,437,2.69,0.31320551061140944,2646,0.3387733073960143
GRYDER_PAX3FOXO1_ENHANCERS_KO_DOWN,ALDH1A3,1,438,2.69,0.3138023263513063,2647,0.3392906150424777
GARY_CD5_TARGETS_DN,HSPA5,1,440,2.67,0.3149944937766585,2648,0.3404509974277933
GRYDER_PAX3FOXO1_TOP_ENHANCERS,ALDH1A3,1,441,2.67,0.31558984621049246,2649,0.3409657002092976
RATTENBACHER_BOUND_BY_CELF1,ERN1,1,445,2.64,0.31796638947214906,2651,0.3432741632098418
DELYS_THYROID_CANCER_UP,ALDH1A3,1,445,2.64,0.31796638947214906,2650,0.343403700629921
GOBP_POSITIVE_REGULATION_OF_CELL_ADHESION,XBP1,1,446,2.64,0.31855931053474046,2653,0.3436550119677449
HP_CONGENITAL_MALFORMATION_OF_THE_GREAT_ARTERIES,EIF2AK3,1,446,2.64,0.31855931053474046,2652,0.34378459530559097
GOBP_MUSCLE_SYSTEM_PROCESS,ABCC8,1,449,2.62,0.320335164276039,2654,0.34544055770837356
MOOTHA_MITOCHONDRIA,GCK,1,450,2.61,0.3209261469473757,2655,0.3459475075568321
FULCHER_INFLAMMATORY_RESPONSE_LECTIN_VS_LPS_DN,HSPA5,1,453,2.6,0.3226961944335073,2656,0.34772458903188924
CHARAFE_BREAST_CANCER_LUMINAL_VS_BASAL_DN,ALDH1A3,1,456,2.58,0.3244618989129769,2657,0.349495654756846
GOBP_REGULATION_OF_PEPTIDASE_ACTIVITY,EIF2AK3,1,457,2.57,0.3250495036877659,2658,0.34999686965928745
GOBP_REGULATION_OF_CELL_CELL_ADHESION,XBP1,1,458,2.57,0.3256366273861393,2659,0.35049718976274186
SHEDDEN_LUNG_CANCER_POOR_SURVIVAL_A6,ERN1,1,459,2.56,0.3262232703773602,2662,0.350732907520663
GOBP_CELLULAR_NITROGEN_COMPOUND_CATABOLIC_PROCESS,ERN1,1,459,2.56,0.3262232703773602,2661,0.35086471244645057
MEBARKI_HCC_PROGENITOR_FZD8CRD_DN,SLC2A2,1,459,2.56,0.3262232703773602,2660,0.3509966164736861
GOBP_PATTERN_SPECIFICATION_PROCESS,DDIT3,1,460,2.56,0.32680943303042687,2663,0.3512311668543303
HELLER_HDAC_TARGETS_SILENCED_BY_METHYLATION_UP,ALDH1A3,1,461,2.55,0.3273951157140752,2664,0.35172853647660784
HP_HYPOPLASIA_OF_PENIS,SOX9,1,463,2.54,0.3285650426467311,2667,0.35258835847579467
SCHAEFFER_PROSTATE_DEVELOPMENT_6HR_DN,SOX9,1,463,2.54,0.3285650426467311,2666,0.3527206121736476
REACTOME_GPCR_LIGAND_BINDING,IAPP,1,463,2.54,0.3285650426467311,2665,0.35285296512380654
HP_INCREASED_HEAD_CIRCUMFERENCE,SOX9,1,464,2.54,0.3291492876318877,2668,0.3530829314851809
GOBP_CELLULAR_COMPONENT_DISASSEMBLY,ABCC8,1,466,2.52,0.33031634247825237,2669,0.3542020877380136
HP_KYPHOSIS,SOX9,1,468,2.51,0.3314814862741369,2670,0.35531835719722094
GARY_CD5_TARGETS_UP,ATF4,1,474,2.48,0.33496548067847937,2671,0.3589184596412609
HP_ABNORMALITY_OF_TEMPERATURE_REGULATION,EIF2AK3,1,477,2.47,0.3367010626767927,2672,0.36064312925934905
GOCC_NUCLEAR_ENVELOPE,ERN1,1,479,2.46,0.3378557480287252,2674,0.36160925611750616
GOBP_AXON_DEVELOPMENT,NKX6-1,1,479,2.46,0.3378557480287252,2673,0.36174453829338254
GOBP_REGULATION_OF_MITOTIC_CELL_CYCLE,INS,1,480,2.45,0.3384323810026258,2675,0.36209101847832337
GOBP_AMEBOIDAL_TYPE_CELL_MIGRATION,SOX9,1,482,2.44,0.33958422936371374,2677,0.3630519478666226
HP_ABNORMAL_CARDIAC_ATRIUM_MORPHOLOGY,EIF2AK3,1,482,2.44,0.33958422936371374,2676,0.36318761750334405
BROWNE_HCMV_INFECTION_48HR_DN,DDIT3,1,485,2.43,0.34130846338300214,2678,0.36475908222634507
GOBP_POSITIVE_REGULATION_OF_ORGANELLE_ORGANIZATION,INS,1,487,2.42,0.34245559794278846,2679,0.36584842154246383
HP_ABNORMALITY_OF_UPPER_LIMB_JOINT,EIF2AK3,1,492,2.39,0.34531521368681833,2681,0.3686281766399381
GOCC_PRESYNAPSE,ABCC8,1,492,2.39,0.34531521368681833,2680,0.36876572446704253
MEISSNER_NPC_HCP_WITH_H3K4ME2,ALDH1A3,1,493,2.39,0.3458857304680015,2683,0.36896196816974286
CREIGHTON_ENDOCRINE_THERAPY_RESISTANCE_5,ALDH1A3,1,493,2.39,0.3458857304680015,2682,0.36909953788196126
GOBP_POSITIVE_REGULATION_OF_CELLULAR_COMPONENT_BIOGENESIS,SOX9,1,494,2.38,0.3464557793008329,2684,0.36943235482823533
GOBP_ORGANELLE_FISSION,INS,1,496,2.37,0.3475944745605804,2686,0.3703705830947063
GOBP_MRNA_PROCESSING,ERN1,1,496,2.37,0.3475944745605804,2685,0.3705085237215572
GOCC_CELL_CELL_JUNCTION,SLC2A2,1,497,2.37,0.34816312170642066,2688,0.37070046663830947
PILON_KLF1_TARGETS_UP,ABCC8,1,497,2.37,0.34816312170642066,2687,0.37083842736277484
GOBP_ORGANIC_CYCLIC_COMPOUND_CATABOLIC_PROCESS,ERN1,1,504,2.33,0.3521306095089824,2689,0.37478534935467
BONOME_OVARIAN_CANCER_SURVIVAL_SUBOPTIMAL_DEBULKING,EIF2AK3,1,505,2.33,0.35269553460327596,2690,0.3752470706448237
ENK_UV_RESPONSE_EPIDERMIS_DN,EIF2AK3,1,513,2.29,0.3571982739953323,2692,0.37975537153589933
HP_ABNORMAL_INTERNAL_GENITALIA,SOX9,1,513,2.29,0.3571982739953323,2691,0.37989649207530324
MARTORIATI_MDM4_TARGETS_FETAL_LIVER_DN,SLC2A2,1,516,2.28,0.35887918828834264,2693,0.381400756361395
GOBP_MITOCHONDRION_ORGANIZATION,IAPP,1,518,2.27,0.3599974985419722,2694,0.3824472311904694
REACTOME_SIGNALING_BY_RECEPTOR_TYROSINE_KINASES,INS,1,519,2.27,0.3605559649481311,2695,0.382898393944917
GOBP_REGULATION_OF_LYMPHOCYTE_ACTIVATION,XBP1,1,525,2.24,0.3638971435468651,2696,0.3863032733053145
HP_ABNORMALITY_OF_THE_CEREBROSPINAL_FLUID,SOX9,1,528,2.23,0.36556156452382493,2697,0.387926287603703
STEIN_ESRRA_TARGETS,DDIT3,1,529,2.22,0.3661154600354874,2698,0.3883700691703354
ONKEN_UVEAL_MELANOMA_DN,SOX9,1,531,2.22,0.3672218859436731,2699,0.38939942110811127
ENK_UV_RESPONSE_KERATINOCYTE_UP,ATF4,1,533,2.21,0.3683264940348053,2701,0.3902815349602417
IBRAHIM_NRF2_UP,HSPA5,1,533,2.21,0.3683264940348053,2700,0.39042608367689363
HP_APLASIA_HYPOPLASIA_INVOLVING_BONES_OF_THE_UPPER_LIMBS,EIF2AK3,1,534,2.2,0.36887811727420544,2702,0.39072138106542414
GOBP_BIOLOGICAL_ADHESION,"SOX9, XBP1",2,1515,1.55,0.3728184573767902,2703,0.39474895486954253
LIAO_METASTASIS,SOX9,1,542,2.17,0.3732748099456569,2705,0.3949399283047949
MEISSNER_NPC_HCP_WITH_H3_UNMETHYLATED,ABCC8,1,542,2.17,0.3732748099456569,2704,0.3950859859705881
WEST_ADRENOCORTICAL_TUMOR_DN,SOX9,1,544,2.16,0.3743694699892932,2706,0.39595174542104844
GOBP_ENDOMEMBRANE_SYSTEM_ORGANIZATION,EIF2AK3,1,547,2.15,0.37600808650799145,2707,0.39753791783741094
ZWANG_CLASS_1_TRANSIENTLY_INDUCED_BY_EGF,SOX9,1,548,2.15,0.37655339378858377,2708,0.39796743464657564
GOBP_ORGANIC_HYDROXY_COMPOUND_METABOLIC_PROCESS,ALDH1A3,1,551,2.14,0.37818662579948253,2710,0.3993985693867598
GOCC_ORGANELLE_INNER_MEMBRANE,ERN1,1,551,2.14,0.37818662579948253,2709,0.39954600333633045
GOBP_LEUKOCYTE_DIFFERENTIATION,XBP1,1,553,2.13,0.37927320907020434,2711,0.40039834908112315
GOBP_CELL_MORPHOGENESIS_INVOLVED_IN_NEURON_DIFFERENTIATION,NKX6-1,1,555,2.12,0.3803580051058475,2712,0.4013955053882506
GOMF_CELL_ADHESION_MOLECULE_BINDING,HSPA5,1,558,2.11,0.3819818541217189,2713,0.40296058477565777
HP_TREMOR,GCK,1,561,2.1,0.3836016973448233,2714,0.40452028658838773
HP_ABNORMALITY_OF_THE_FEMALE_GENITALIA,SOX9,1,562,2.09,0.38414075651171153,2715,0.4049395378035059
HP_ABNORMALITY_OF_THE_MIDFACE,EIF2AK3,1,563,2.09,0.38467937196285357,2717,0.4052088194912355
DOUGLAS_BMI1_TARGETS_UP,ALDH1A3,1,563,2.09,0.38467937196285357,2716,0.40535801272374333
CHICAS_RB1_TARGETS_SENESCENT,ALDH1A3,1,565,2.08,0.3857552730873577,2718,0.40619263854893956
CHICAS_RB1_TARGETS_CONFLUENT,ALDH1A3,1,566,2.08,0.3862925594448321,2720,0.40645930335702557
HP_EXTERNAL_GENITAL_HYPOPLASIA,SOX9,1,566,2.08,0.3862925594448321,2719,0.40660879188345334
FLECHNER_BIOPSY_KIDNEY_TRANSPLANT_OK_VS_DONOR_UP,HSPA5,1,568,2.07,0.3873658054586589,2721,0.40743878545486284
HP_ABNORMAL_IMMUNE_SYSTEM_MORPHOLOGY,EIF2AK3,1,574,2.05,0.39057495444390344,2722,0.4106633062521865
HP_INFANTILE_ONSET,EIF2AK3,1,575,2.05,0.39110827194490505,2723,0.4110730350004841
GOBP_POSITIVE_REGULATION_OF_HYDROLASE_ACTIVITY,EIF2AK3,1,579,2.03,0.3932371525060277,2724,0.4131588584699894
GOBP_POSITIVE_REGULATION_OF_IMMUNE_RESPONSE,XBP1,1,584,2.01,0.3958884023575706,2725,0.4157917825861898
SMID_BREAST_CANCER_LUMINAL_B_DN,ALDH1A3,1,587,2.0,0.39747391469769777,2726,0.4173038678887788
HP_RESPIRATORY_INSUFFICIENCY,SOX9,1,589,2.0,0.3985287462195683,2727,0.41825789207202213
GOBP_MALE_GAMETE_GENERATION,SOX9,1,590,1.99,0.3990555099779663,2729,0.4185037997643604
SPIELMAN_LYMPHOBLAST_EUROPEAN_VS_ASIAN_DN,EIF2AK3,1,590,1.99,0.3990555099779663,2728,0.418657210248145
GOBP_CHROMATIN_ORGANIZATION,SOX9,1,591,1.99,0.3995818395158528,2730,0.4189022801078281
GOBP_HEART_DEVELOPMENT,SOX9,1,595,1.98,0.4016828221702866,2732,0.42079657285920946
GOMF_CATALYTIC_ACTIVITY_ACTING_ON_A_NUCLEIC_ACID,ERN1,1,595,1.98,0.4016828221702866,2731,0.4209506543578763
HP_ABNORMALITY_OF_THE_NECK,SOX9,1,609,1.93,0.4089819008832378,2733,0.42828620575478477
GOCC_DENDRITIC_TREE,ATF4,1,611,1.93,0.4100177589956135,2734,0.42921390864866343
HP_ORAL_CLEFT,SOX9,1,614,1.92,0.41156834281055843,2735,0.43067956019152404
GOCC_CENTROSOME,ATF4,1,619,1.9,0.4141441289001389,2736,0.43321655588896113
REACTOME_MEMBRANE_TRAFFICKING,INS,1,629,1.87,0.419263898088026,2737,0.4384118656660323
GOCC_GOLGI_MEMBRANE,INS,1,644,1.83,0.4268646574617708,2738,0.4461967310648605
BUYTAERT_PHOTODYNAMIC_THERAPY_STRESS_DN,SOX9,1,646,1.82,0.4278709886898865,2739,0.4470853485324772
NAKAMURA_TUMOR_ZONE_PERIPHERAL_VS_CENTRAL_DN,HSPA5,1,649,1.81,0.4293773678651858,2740,0.44849563022998606
GOBP_REGULATION_OF_DEFENSE_RESPONSE,INS,1,650,1.81,0.429878664167511,2741,0.4488554311738112
HP_ABNORMAL_CARDIAC_SEPTUM_MORPHOLOGY,EIF2AK3,1,651,1.81,0.43037954596126565,2742,0.44921453703178055
HP_PUBERTY_AND_GONADAL_DISORDERS,SOX9,1,653,1.8,0.43138006730819567,2744,0.44993066787028285
